id_stacji	stacja	data_pomiaru	godzina_pomiaru	temperatura	predkosc_wiatru	kierunek_wiatru	wilgotnosc_wzgledna	suma_opadu	cisnienie	CO	NO2	PM10	PM2.5	C6H6	NO2	O3	PM10	SO2	C6H6	C6H6	CO	NO2	PM10	PM2.5	SO2	
12566	Kraków	2022-02-02	16	2.6	7	240	89.8	5.6	1006.9	753.21	54.5653	10.4703	8.11944	0.64418	23.7619	42.154	17.3707	3.21712	0.0	0.57003	778.4499999999999	31.9182	9.80769	6.45398	6.33717	
12566	Kraków	2022-02-02	17	1.3	4	330	93.0	5.6	1008.6	835.84	57.8757	13.6207	11.0711	0.616	33.6315	33.138	8.32183	6.56503	0.0	0.55779	765.93	26.8471	9.2009	6.56803	3.33982	
12566	Kraków	2022-02-02	18	1.5	3	290	91.0	5.6	1009.8	723.94	46.4998	10.8433	8.59583	0.80625	36.747	29.6274	14.938	5.90594	0.324	0.58956	836.26	35.9918	7.43151	5.81521	4.75083	
12566	Kraków	2022-02-02	19	1.1	4	280	91.0	5.6	1011.6	664.64	35.6572	11.332	9.13972	0.61728	45.8965	22.578	10.853	4.54343	0.85536	0.77814	793.2099999999999	32.9613	8.20107	6.53012	4.23123	
12566	Kraków	2022-02-02	20	1.6	5	290	85.8	5.6	1012.9	629.27	31.8132	15.8067	12.8633	0.65713	28.6285	31.1485	11.9114	5.74782	0.51624	0.59568	725.46	14.6523	9.50951	7.86416	4.67634	
12566	Kraków	2022-02-02	21	1.6	5	280	84.6	5.6	1014.1	619.78	30.7987	15.4547	12.4881	0.56112	22.6248	35.2134	9.81629	4.72298	0.37368	0.61056	701.35	12.1609	7.3797	6.09373	4.80144	
12566	Kraków	2022-02-02	22	1.2	4	250	89.6	5.6	1015.4	657.98	34.7632	16.5677	13.0814	0.57586	19.9379	37.3811	13.2485	4.49023	0.37638	0.59991	757.24	22.1107	11.395	9.60233	5.6649	
12566	Kraków	2022-02-02	23	1.3	4	250	87.1	5.6	1016.4	654.0899999999999	29.8366	20.693	16.3692	0.6524	17.3344	35.9601	16.0068	4.00404	0.44064	0.78543	728.7099999999999	16.5303	13.4076	11.0991	4.27913	
12566	Kraków	2022-02-03	0	1.1	4	260	87.7	5.6	1017	574.32	16.7193	16.062	12.8375	0.51358	15.2735	37.9417	11.1881	5.02001	0.5724	0.68372	715.85	9.80431	13.5936	11.3501	4.39163	
12566	Kraków	2022-02-03	1	0.8	5	250	91.6	5.6	1018	574.32	16.7193	16.062	12.8375	0.51358	15.2735	37.9417	11.1881	5.02001	0.5724	0.68372	715.85	9.80431	13.5936	11.3501	4.39163	
12566	Kraków	2022-02-03	2	0.2	4	260	95.7	5.6	1018.5	516.32	13.8901	15.523	12.5419	0.39853	12.2777	38.5833	19.773	4.84046	0.0	0.5214	704.14	9.27001	12.8375	10.668	4.44049	
12566	Kraków	2022-02-03	3	0.2	6	270	92.9	5.6	1019.4	486.12	13.3293	7.52933	6.03889	0.29906	9.81334	43.1568	13.4272	3.79124	0.0	0.48839	700.33	10.696	11.0966	9.44354	4.30102	
12566	Kraków	2022-02-03	4	0	5	260	92.9	5.6	1020.4	512.1	21.8473	11.5397	8.94778	0.25245	12.1922	39.7113	9.38437	4.03212	0.0	0.50904	684.45	9.7204	6.47198	5.21401	4.44233	
12566	Kraków	2022-02-03	5	-0.2	5	260	90.9	5.6	1021	535.86	30.6117	15.5793	12.0897	0.21906	19.1556	34.7515	7.00507	3.6974	0.0	0.48583	673.41	11.0514	7.98811	6.16519	4.31406	
12566	Kraków	2022-02-03	6	-0.3	5	260	88.2	6.4	1021.6	706.41	47.9222	16.854	13.1056	0.34715	22.6599	33.3034	12.2812	4.00995	0.0	0.48112	744.4699999999999	27.9672	8.98208	6.82489	4.54292	
12566	Kraków	2022-02-03	7	-0.5	4	250	85.0	6.4	1022.6	811.38	69.3541	23.982	15.2183	0.73078	34.2094	27.4987	11.9614	3.37968	0.0	0.57539	748.48	35.9743	11.1438	7.89919	3.9259	
12566	Kraków	2022-02-03	8	-0.4	4	230	86.9	6.4	1023.2	812.03	70.6882	20.165	12.3344	0.5923	34.1972	29.3351	9.61989	4.256	0.0	0.5293	757.1	37.1098	12.0745	7.85764	5.83228	
12566	Kraków	2022-02-03	8	-0.4	4	230	86.9	6.4	1023.2	754.13	60.6667	26.222	17.1886	0.57136	33.4998	28.3259	12.387	8.76027	0.0	0.69043	753.5699999999999	34.4229	11.7352	7.67031	6.63842	
12566	Kraków	2022-02-03	8	-0.4	4	230	86.9	6.4	1023.2	794.48	64.2326	25.9487	16.7361	0.65442	27.5854	33.6701	16.8235	9.32552	0.0	0.63092	746.19	26.5338	11.6694	7.78556	6.93691	
12566	Kraków	2022-02-03	8	-0.4	4	230	86.9	6.4	1023.2	697.89	61.4703	26.152	17.6267	0.80538	29.9414	33.4567	18.451	10.4723	0.0	0.64539	710.8	26.1668	15.9732	11.4095	8.92974	
12566	Kraków	2022-02-03	8	-0.4	4	230	86.9	6.4	1023.2	692.7299999999999	52.0462	27.4163	18.565	0.77279	24.9983	38.2479	18.904	9.18882	0.6624	0.6941	730.4000000000001	23.6265	22.3013	13.9148	7.17221	
12566	Kraków	2022-02-03	8	-0.4	4	230	86.9	6.4	1023.2	664.4499999999999	46.7341	26.325	18.1194	0.63875	23.6036	40.4558	25.63	5.60595	0.0	0.68723	703.51	18.7881	29.1915	16.6261	6.54236	
12566	Kraków	2022-02-03	14	3.6	6	220	72.7	6.4	1020.5	716.0	54.9259	29.7767	14.9225	0.64504	25.6654	41.7528	24.5216	7.67706	0.162	0.70585	726.3100000000001	25.9028	28.403	14.5068	7.55583	
12566	Kraków	2022-02-03	15	3.5	4	210	68.6	6.4	1020.1	882.49	65.3415	30.4297	14.145	0.87142	29.4459	40.6904	15.492	9.00188	0.0	0.70285	775.5300000000001	32.384	31.4112	13.8555	9.85152	
12566	Kraków	2022-02-03	16	1.8	2	210	75.7	6.4	1020.1	986.72	85.7357	56.0873	18.1283	1.12233	63.0843	17.7196	13.5728	4.72593	0.7713	0.82269	821.82	49.9818	35.0917	17.314	8.88582	
12566	Kraków	2022-02-03	17	0.6	2	210	82.0	6.4	1020.1	1156.9799999999998	92.8749	40.296	19.0975	1.45484	63.0843	2.36461	28.0815	4.72593	0.35928	1.00452	958.96	70.1237	31.2804	10.4198	6.90462	
12566	Kraków	2022-02-03	18	0.1	1	210	80.7	6.4	1019.6	984.05	80.0655	37.852	20.5883	1.34534	73.0384	9.55055	31.2823	5.09464	0.2979	1.12249	957.12	65.4329	27.3957	14.7451	4.79586	
12566	Kraków	2022-02-03	19	-1.3	2	220	88.1	6.4	1019.3	951.7099999999999	66.8239	39.0973	22.6378	1.60723	39.8089	28.4261	28.0652	6.19632	0.35559	1.4668	906.59	54.5993	24.1049	15.4386	5.12142	
12566	Kraków	2022-02-03	20	-1	0	0	88.8	6.4	1018.5	1036.84	75.6616	48.558	25.6725	1.48067	37.2569	28.9946	23.5907	6.34558	0.35325	1.4978	911.49	43.8809	37.2113	28.5132	6.25573	
12566	Kraków	2022-02-03	21	-0.7	0	0	88.8	6.4	1018	1146.9	78.9805	49.3117	27.9669	1.74495	38.2878	28.0111	26.7592	6.52587	0.34308	1.77644	994.54	48.5409	27.484	19.1848	5.64426	
12566	Kraków	2022-02-03	22	-0.7	0	0	90.2	6.4	1017.8	1245.55	78.5253	35.9213	26.1169	2.59666	39.0542	25.5662	17.519	5.16409	0.38646	2.02819	938.31	49.9855	23.913	18.3444	4.67595	
12566	Kraków	2022-02-03	23	-0.1	2	240	90.2	6.4	1017.7	988.74	61.0427	45.6277	36.4789	1.99629	55.3699	12.2557	21.4479	5.35768	0.324	1.72511	889.91	45.0377	19.095	15.3458	4.63211	
12566	Kraków	2022-02-04	0	1.3	5	230	85.8	6.4	1017.5	1059.29	55.6286	57.044	46.4597	3.1507	57.1152	10.2375	28.628	5.58896	0.26442	1.55862	866.66	35.748	23.7333	17.9922	5.41853	
12566	Kraków	2022-02-04	1	0.6	2	230	93.6	6.4	1017.2	1059.29	55.6286	57.044	46.4597	3.1507	57.1152	10.2375	28.628	5.58896	0.26442	1.55862	866.66	35.748	23.7333	17.9922	5.41853	
12566	Kraków	2022-02-04	2	0.7	1	270	95.0	6.4	1016	578.1899999999999	33.0059	16.1503	11.995	0.49066	14.5259	40.8583	25.2597	4.45328	0.56574	0.98146	769.11	14.9035	17.1111	13.5118	4.55854	
12566	Kraków	2022-02-04	3	0.8	1	320	95.7	6.4	1015.7	588.39	38.1088	16.638	12.8903	0.44112	18.2681	35.5561	17.5784	4.68603	0.0	0.75497	757.29	15.0018	15.7897	12.5623	3.88001	
12566	Kraków	2022-02-04	4	0.6	1	30	97.1	6.4	1015.4	644.38	56.7104	17.2417	12.7428	0.42441	24.3876	29.1985	11.5954	4.87814	0.0	0.75817	751.48	16.8054	13.6738	11.067	2.90975	
12566	Kraków	2022-02-04	5	0.7	1	340	97.1	6.4	1015	861.88	67.6768	21.9633	15.6608	0.49725	48.8824	8.55505	8.16969	3.88582	0.48015	0.8273	797.37	42.3327	14.0878	10.248	3.1382	
12566	Kraków	2022-02-04	6	0.3	1	240	97.1	1	1015	1121.42	78.1105	23.2633	16.7925	0.87762	67.4007	1.9065	13.5451	5.15006	0.73035	0.88193	909.32	52.8541	14.9386	11.1454	3.441	
12566	Kraków	2022-02-04	7	0.2	0	0	97.1	1	1015	1157.14	71.17	24.7517	18.2217	1.45541	83.8295	2.21427	22.0898	6.13573	0.64746	2.04188	1003.4799999999999	47.6577	22.6241	14.8576	4.58058	
12566	Kraków	2022-02-04	8	1.1	0	0	97.1	1	1015	1228.65	65.9714	38.339	26.1733	1.49926	86.6545	2.34115	30.7571	5.99978	1.03734	1.61869	1227.7800000000002	56.9664	23.5241	14.8793	5.37355	
12566	Kraków	2022-02-04	9	2.6	1	210	97.2	1	1014.9	1117.5	76.5602	40.0	25.0356	1.53953	81.5399	3.00261	40.7084	6.7165	0.6309	1.81647	1077.63	65.8137	20.7163	12.9682	6.43445	
12566	Kraków	2022-02-04	10	3.8	1	180	89.2	1	1014.9	1006.35	71.6602	37.6123	27.2142	1.39053	53.1414	16.4756	26.3019	6.96403	0.6309	1.39638	1045.49	61.4798	22.7581	13.4129	6.83611	
12566	Kraków	2022-02-04	11	4.9	1	210	81.9	1	1014.3	891.1	68.8591	50.6497	25.8153	1.35596	46.6055	22.0976	14.8796	9.16074	0.49356	1.30766	878.46	41.8085	20.5932	14.2792	8.31929	
12566	Kraków	2022-02-04	12	5.4	3	240	73.6	1	1013.9	826.63	64.6665	106.176	36.9208	0.88774	42.951	23.9475	22.9836	9.85308	0.30816	1.10817	844.37	34.2768	24.9653	14.0767	8.86628	
12566	Kraków	2022-02-04	13	5.2	3	250	76.8	1	1013.7	881.67	66.75	105.649	37.9939	14.2408	48.8564	20.8879	27.2324	9.77107	0.4212	1.27668	890.55	49.4417	37.2988	20.0182	7.6487	
12566	Kraków	2022-02-04	14	4.9	2	210	80.8	1	1013.4	946.7299999999999	72.0797	44.6893	26.3475	1.71757	52.9651	17.3597	29.0853	9.49472	0.40464	1.27869	914.7800000000001	41.9525	29.8849	18.8718	8.43132	
12566	Kraków	2022-02-04	15	4.7	3	220	81.9	1	1013.4	1139.3500000000001	71.5773	73.3707	37.8408	1.73264	58.5991	13.3106	36.6755	11.9368	0.24264	1.10474	977.38	53.1403	32.3434	22.4707	9.40263	
12566	Kraków	2022-02-04	16	4.2	2	220	83.6	1	1013.6	1079.0	79.0798	82.3523	37.6375	2.0688	54.0724	16.7755	42.9285	7.66376	0.18684	1.45455	948.87	50.19	30.279	21.1056	8.60091	
12566	Kraków	2022-02-04	17	4.2	4	220	80.7	1	1013.2	1273.66	80.7459	55.1917	26.9942	2.1229	60.7543	12.4266	31.4925	7.01132	0.4212	1.13717	934.14	46.6995	34.1171	25.3837	7.19263	
12566	Kraków	2022-02-04	18	3.6	2	220	83.6	1	1013.3	1028.31	74.8681	76.156	30.5411	1.54786	45.9799	21.3319	24.9117	6.92708	0.324	1.89834	920.86	46.758	22.097	14.5384	6.42052	
12566	Kraków	2022-02-04	19	4	3	210	78.9	1	1012.9	1264.54	69.933	82.6127	31.3597	1.60264	49.5405	17.8246	24.8706	7.83001	0.51426	1.24341	852.25	33.0218	19.9357	14.0367	7.65026	
12566	Kraków	2022-02-04	20	3.9	2	210	78.9	1	1012.5	922.0699999999999	65.0786	78.429	30.4	1.34394	40.1977	22.1429	21.7606	7.10516	0.34434	1.05152	832.73	26.8609	21.0935	14.4943	4.99122	
12566	Kraków	2022-02-04	21	4.1	2	200	76.7	1	1012	891.5699999999999	55.2972	70.8823	27.2942	1.28353	32.8354	25.9567	20.7897	7.22707	0.34056	1.07474	813.5	23.7226	21.268	15.3121	4.90426	
12566	Kraków	2022-02-04	22	4.1	2	210	77.8	1	1011.7	791.25	48.2291	60.4103	25.5817	0.8945	24.8236	30.4591	19.2129	7.9401	0.67284	0.96273	809.5799999999999	20.8302	17.0172	12.5276	5.14413	
12566	Kraków	2022-02-04	23	4.1	2	210	76.7	1	1011.3	714.87	39.7723	47.9457	22.0964	0.71493	19.017	34.0066	15.1275	7.30909	0.44532	0.67844	781.11	12.0281	14.7311	11.2572	5.97512	
12566	Kraków	2022-02-05	0	4.2	2	190	76.7	1	1010.7	707.08	33.3272	43.956	20.8786	0.62363	13.2978	35.7913	17.5279	7.63568	0.42804	0.78348	757.76	8.44573	13.3132	10.2434	5.86796	
12566	Kraków	2022-02-05	1	4.5	4	210	75.6	1	1010.6	707.08	33.3272	43.956	20.8786	0.62363	13.2978	35.7913	17.5279	7.63568	0.42804	0.78348	757.76	8.44573	13.3132	10.2434	5.86796	
12566	Kraków	2022-02-05	2	4.9	4	220	75.7	1	1010.2	548.31	21.7145	29.827	16.2708	0.72975	10.5027	36.9331	17.646	6.75123	0.0	0.61658	709.61	6.54116	12.2948	9.68145	4.54133	
12566	Kraków	2022-02-05	3	4.8	3	210	76.8	1	1010.4	534.74	20.1604	29.1247	14.7069	0.35512	10.4693	36.7944	10.6182	5.86382	0.0	0.55365	715.41	13.8094	12.7665	10.1503	6.579	
12566	Kraków	2022-02-05	4	5.2	4	220	76.8	1	1010.5	570.21	29.7518	29.636	14.3439	0.32855	10.8931	36.5727	12.3107	5.82023	0.0	0.46738	726.22	18.0365	13.2318	10.0871	7.51383	
12566	Kraków	2022-02-05	5	5.3	6	220	79.7	1	1011	570.11	35.8027	15.7017	11.2206	0.32144	12.5459	35.9362	12.0917	5.37394	0.0	0.53864	727.88	17.1687	11.9126	9.3898	6.34973	
12566	Kraków	2022-02-05	6	3.9	9	280	80.0	0.3	1013	505.92	16.2908	10.3783	8.30639	0.25575	12.6086	38.6974	10.7524	5.99608	0.0	0.43771	722.15	11.9134	10.2581	7.89254	4.68825	
12566	Kraków	2022-02-05	7	3.1	7	260	77.6	0.3	1014.9	478.27	16.619	4.61533	3.53972	0.19	11.19	52.8423	9.01988	6.21184	0.0	0.31585	688.36	10.3827	4.77247	3.13886	5.37608	
12566	Kraków	2022-02-05	8	3	8	250	75.9	0.3	1015.9	498.95	27.8403	4.897	3.68	0.22061	15.1553	51.902	6.34553	4.88997	0.0	0.23954	677.92	11.5888	4.24604	2.52088	5.32727	
12566	Kraków	2022-02-05	9	4.2	8	250	67.7	0.3	1016.5	542.13	32.6888	12.4683	5.22417	0.29377	16.5765	50.0654	7.7115	6.92634	0.0	0.35159	686.4200000000001	13.5587	5.61181	3.45186	6.82502	
12566	Kraków	2022-02-05	10	4.8	10	260	60.7	0.3	1016.6	556.02	32.3877	41.247	10.8867	0.30612	17.6802	49.6141	14.1279	7.28618	0.0	0.51147	677.84	13.3399	5.70485	3.01237	4.61356	
12566	Kraków	2022-02-05	11	5.4	9	250	55.6	0.3	1016.4	524.62	26.6512	38.602	9.1275	0.27115	14.2513	54.0164	9.06767	5.97318	0.0	0.42277	672.52	12.5926	10.6026	2.92964	1.95139	
12566	Kraków	2022-02-05	12	5	11	240	61.7	0.3	1016.8	524.66	28.202	36.216	8.72806	0.24158	15.4686	52.3606	7.47444	5.62221	0.0	0.46022	660.6600000000001	13.094	12.2578	2.92483	4.77358	
12566	Kraków	2022-02-05	13	3.4	9	230	76.5	0.3	1017.4	537.3	24.7461	28.7293	8.54694	0.27833	15.8882	51.8609	9.93648	7.02018	0.0	0.49648	679.9399999999999	12.2474	13.1852	4.22538	5.91303	
12566	Kraków	2022-02-05	14	4.2	9	220	70.7	0.3	1017.2	643.22	37.3291	27.935	11.8222	0.36912	18.301	47.7596	14.4249	5.75964	0.0	0.46266	700.02	10.9011	10.7428	5.22522	5.47945	
12566	Kraków	2022-02-05	15	1.6	6	240	91.0	0.3	1018.6	635.25	28.0777	22.858	9.50056	0.72871	16.4809	48.4854	13.5516	5.12641	0.0	0.51762	700.84	11.6101	12.3275	6.74984	4.75475	
12566	Kraków	2022-02-05	16	1.4	5	230	91.0	0.3	1019.3	672.5799999999999	34.4303	12.2543	9.18472	0.54472	19.307	44.0093	11.5181	4.52791	0.0	0.56205	726.19	18.1799	7.00614	5.1449	3.43138	
12566	Kraków	2022-02-05	17	1.5	8	250	83.9	0.3	1020.1	643.78	37.3191	14.318	11.225	0.52374	18.0965	44.332	7.76463	3.21491	0.0	0.54202	740.13	18.0944	11.695	9.48433	3.65236	
12566	Kraków	2022-02-05	18	0.6	3	230	85.7	0.3	1020.9	675.38	40.7628	11.5703	8.9075	0.54008	20.3177	43.664	10.5562	2.89127	0.0	0.51717	738.79	21.5509	9.90878	7.44046	4.33231	
12566	Kraków	2022-02-05	19	0.3	3	220	90.9	0.3	1021.1	803.9	51.9767	22.673	18.2014	0.63076	30.6616	33.13	10.9301	3.47943	0.01728	0.5622	757.25	20.8286	12.6282	9.73967	4.87065	
12566	Kraków	2022-02-05	20	0.1	4	230	92.2	0.3	1021.2	810.41	54.4453	30.678	25.1078	1.02667	28.638	32.0596	19.4714	4.99341	0.18864	0.8016	802.0500000000001	23.1973	20.3096	16.5482	4.23955	
12566	Kraków	2022-02-05	21	0.4	5	230	87.6	0.3	1020.9	960.47	57.1815	39.0803	31.9519	1.21342	52.6209	12.5173	18.1334	5.63403	0.34488	1.20019	873.6500000000001	27.4037	29.2084	23.4901	5.97737	
12566	Kraków	2022-02-05	22	0.9	4	220	85.1	0.3	1020.8	837.4399999999999	50.2181	33.0987	26.9997	1.30955	52.6384	11.1503	26.8719	4.73406	0.1098	1.34768	855.38	24.1066	28.2349	23.3209	7.20691	
12566	Kraków	2022-02-05	23	0.4	4	230	83.8	0.3	1020.4	735.5899999999999	37.6197	23.6077	19.2611	0.89836	41.3486	19.424	23.9486	4.28999	0.3924	1.23723	908.61	36.5086	43.6404	35.5691	4.33428	
12566	Kraków	2022-02-06	0	0.6	4	220	80.8	0.3	1019.9	783.4100000000001	43.6515	21.171	17.0642	0.69192	30.0248	29.2493	20.6191	4.30994	0.31464	1.35152	886.82	31.3934	40.562	33.4728	4.06677	
12566	Kraków	2022-02-06	1	-0.8	2	210	83.0	0.3	1019.3	783.4100000000001	43.6515	21.171	17.0642	0.69192	30.0248	29.2493	20.6191	4.30994	0.31464	1.35152	886.82	31.3934	40.562	33.4728	4.06677	
12566	Kraków	2022-02-06	2	0	3	210	81.9	0.3	1018.3	629.74	28.0225	14.803	11.9097	0.55616	10.7943	45.7626	13.8508	4.45919	0.0	0.65808	696.78	8.51318	10.4909	8.2769	5.15141	
12566	Kraków	2022-02-06	3	0.7	3	210	79.0	0.3	1017.5	551.92	22.747	10.9213	8.83	0.34692	8.19664	49.7081	9.2065	3.48091	0.0	0.52495	669.76	8.51318	7.41531	5.56083	4.70538	
12566	Kraków	2022-02-06	4	1.2	3	210	76.8	0.3	1016.6	550.34	21.9444	8.572	6.90528	0.29281	7.56302	49.9989	8.92255	4.29738	0.0	0.45775	669.76	8.40165	6.31408	4.46255	7.30096	
12566	Kraków	2022-02-06	5	2.3	6	210	73.1	0.3	1015.5	517.6800000000001	19.0738	7.354	5.7525	0.24174	8.84088	48.5963	10.8057	5.34217	0.0	0.45512	670.34	6.71749	6.18026	4.35161	5.12945	
12566	Kraków	2022-02-06	6	1	5	210	91.0	0.3	1015.2	495.33	14.3119	6.36767	5.0375	0.19754	7.35217	50.4519	6.55329	5.86456	0.0	0.39801	677.87	14.2019	6.45436	3.97889	11.2599	
12566	Kraków	2022-02-06	7	1.4	5	210	87.7	0.3	1014.5	536.4	21.5844	7.22167	5.48417	0.25315	9.71615	47.5108	6.22806	4.16438	0.0	0.37631	685.84	18.7482	6.05996	3.91851	12.3641	
12566	Kraków	2022-02-06	8	2.5	6	220	78.7	0.3	1013.7	530.98	25.0812	7.35167	5.64917	0.24748	9.56425	48.592	7.63222	4.57298	0.0	0.48461	688.38	17.8607	5.96958	4.14879	14.7281	
12566	Kraków	2022-02-06	9	2.9	7	200	78.7	0.3	1013.5	547.73	20.742	6.67433	5.295	0.24748	11.9128	47.5213	6.02026	6.61232	0.0	0.51459	692.17	13.4121	7.11792	4.13155	12.9693	
12566	Kraków	2022-02-06	10	3.3	8	200	80.0	0.3	1012.5	529.5999999999999	21.8791	6.70167	5.25611	0.28812	14.9837	46.0698	16.3705	8.76766	0.0	0.46402	707.59	18.1544	8.88702	4.26179	13.6632	
12566	Kraków	2022-02-06	11	3.4	6	210	84.2	0.3	1011.4	583.99	26.8652	8.32167	6.04556	0.3126	11.0673	50.1921	10.3042	6.4372	0.0	0.42352	709.77	14.1153	7.16986	4.39145	10.5553	
12566	Kraków	2022-02-06	12	4	7	200	80.1	0.3	1010.5	620.1	29.1463	8.766	6.31167	0.3325	11.2983	49.8605	8.09622	6.32193	0.0	0.47869	733.68	18.9054	7.80711	4.53201	13.923	
12566	Kraków	2022-02-06	13	3.3	7	210	87.9	0.3	1009.7	596.11	30.183	9.03767	6.27056	0.42418	13.6304	48.9163	7.4345	5.68058	0.0	0.4144	733.5899999999999	12.6139	5.44835	3.56658	5.87746	
